title,authors,date,publisher,keywords,link,citations,abstract,first_author,total_uw
Spectroscopic Follow-up on Potential Magnetic Cataclysmic Variables,"['Szkody, Paula', 'van Roestel, Jan', 'Mason, Paul A.', 'Littlefield, Colin', 'Rich, R. Michael', 'Bellm, Eric C.', 'Romanov, Filipp D.', 'Healy, Brian F.', 'Jegou du Laz, Theophile', 'Laher, Russ R.', 'Rusholme, Ben']",2024-05-01,The Astronomical Journal,"['Cataclysmic variable stars', 'AM Herculis stars', 'DQ Herculis stars', 'Variable stars', '203', '32', '407', '1761']",https://ui.adsabs.harvard.edu/abs/2024AJ....167..186S/abstract,0.0,"Spectroscopic observations of nine cataclysmic variables that have been postulated to contain magnetic white dwarfs were obtained to further characterize their classifications, orbital parameters, inclinations, and/or accretion properties. Zwicky Transient Facility (ZTF) and Transiting Exoplanet Survey Satellite (TESS) data were also used when available. This information enables these systems to be useful in global population and evolution studies of close binaries. Radial velocity curves were constructed for eight of these systems, at various states of accretion. High-state spectra of ZTF0548+53 reveal strong He II emission, large radial velocity amplitudes, as well as cyclotron harmonics yielding a magnetic field strength of 50 MG, confirming this as a polar system. Analysis of TESS data reveals an orbital period of 92.1 minutes. High-state spectra of SDSS0837+38 determine a period of 3.18 hr, removing the ambiguity of periods found during the low state, and showing this is a regular polar and not a pre-polar system. The ZTF light curve of CSS0026+24 shows a total eclipse with a period of 122.9 minutes, and features indicative of two accretion poles. A new, remarkably large spin-to-orbit ratio is found for ZTF1631+69 (0.61), making it, along with 2011+60 (=Romanov V48), likely stream-accreting intermediate polars. ZTF data reveal the presence of ∼2 mag low states in ZTF1631+69, and along with McDonald Observatory 2.1 m and TESS light curves, confirm a grazing eclipse that is deepest at a narrow subset of beat phases. The TESS data on PTF12313+16 also indicate a partial eclipse. Analysis of ZTF data on SDSS1626+33 reveals a period of 3.17 hr and suggests the presence of a partial eclipse.",True,2
Four new eclipsing accreting ultracompact white dwarf binaries found with the Zwicky Transient Facility,"['Khalil, J. M.', 'van Roestel, J.', 'Bellm, E. C.', 'Bloom, J. S.', 'Dekany, R.', 'Drake, A. J.', 'Graham, M. J.', 'Groom, S. L.', 'Kulkarni, S. R.', 'Laher, R. R.', 'Mahabal, A. A.', 'Prince, T.', 'Riddle, R.']",2024-03-01,Astronomy and Astrophysics,"['binaries : close', 'binaries: eclipsing', 'stars: dwarf novae', 'white dwarfs', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024A&A...683L..10K/abstract,0.0,"Context. Accreting ultracompact white dwarf binaries contain a white dwarf that is accreting from a degenerate object. They have orbital periods shorter than 65 min. <BR /> Aims: We report the discovery and the orbital period of four new eclipsing accreting ultracompact white dwarf binaries found using the Zwicky Transient Facility (ZTF) and discuss their photometric properties. <BR /> Methods: We searched through a list of 4171 dwarf novae compiled using the ZTF and used the box least square method to search for periodic signals in the data. <BR /> Results: We found four eclipsing accreting ultracompact binaries with orbital periods between 25.9 and 56 min. One had previously been published as an AM Canum Venaticorum (AM CVn), and the other three systems are new discoveries. The two shorter-period systems are likely also AM CVn systems, while the longest-period system, with a period of 56 min, showed multiple super-outbursts over two years, which is more consistent with it being a helium CV.",False,1
Evidence of extended [CII] and dust emission in local dwarf galaxies,"['Romano, M.', 'Donevski, D.', 'Junais', 'Nanni, A.', 'Ginolfi, M.', 'Jones, G. C.', 'Shivaei, I.', 'Lorenzon, G.', 'Hamed, M.', 'Salak, D.', 'Sawant, P.']",2024-03-01,Astronomy and Astrophysics,"['ISM: jets and outflows', 'galaxies: dwarf', 'galaxies: evolution', 'galaxies: ISM', 'galaxies: starburst', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2024A&A...683L...9R/abstract,1.0,"<BR /> Aims: The evolution of dwarf galaxies is dramatically affected by gaseous and dusty outflows, which can easily deprive their interstellar medium of the material needed for the formation of new stars, simultaneously enriching their surrounding circumgalactic medium (CGM). In this Letter, we present the first evidence of extended [CII] 158 μm line and dust continuum emission in local dwarf galaxies hosting star-formation-driven outflows. <BR /> Methods: By stacking the [CII], far-infrared, and near-UV (NUV) emission obtained from Herschel and GALEX data, we derived the average radial profiles, and compared the spatial extension of gas, dust, and stellar activity in dwarf galaxies. <BR /> Results: We find that [CII] and dust emissions are comparable to each other, and more extended than the NUV continuum. The [CII] size is in agreement with that measured for z &gt; 4 star-forming galaxies, suggesting that similar mechanisms could be at the origin of the observed atomic carbon reservoir around local and high-z sources. The cold dust follows the [CII] emission, going beyond the stellar continuum as opposed to what is typically observed in the early Universe where measurements can be affected by the poor sensitivity and faintness of dust emission in the CGM of high-z galaxies. <BR /> Conclusions: We attribute the extended [CII] and dust continuum emission to the presence of galactic outflows. As local dwarf galaxies are considered analogs of primordial sources, we expect that comparable feedback processes can be at the origin of the observed [CII] halos at z &gt; 4, dominating over other possible formation mechanisms.",False,0
An Optical Search for New Outbursting Low Mass X-Ray Binaries,"['Wang, Yuankun', 'Bellm, Eric C.', 'Crossland, Allison', 'Clarkson, William I.', 'Mazzi, Alessandro', 'Riddle, Reed', 'Laher, Russ R.', 'Rusholme, Ben']",2024-02-01,The Astrophysical Journal,"['X-ray binary stars', '1811', 'Astrophysics - High Energy Astrophysical Phenomena']",https://ui.adsabs.harvard.edu/abs/2024ApJ...962...91W/abstract,0.0,"Transient low-mass X-ray binaries (LMXBs) are discovered largely by X-ray and gamma-ray all-sky monitors. The X-ray outburst is also accompanied by an optical brightening, which empirically can precede the detection of X-rays. Newly sensitive optical synoptic surveys may offer a complementary pathway for discovery and potential for insight into the initial onset and propagation of the thermal instability that leads to the ionization of the accretion disk. We use the Zwicky Transient Facility (ZTF) alert stream to perform a comprehensive search at optical wavelengths for previously undiscovered outbursting LMXBs. Our pipeline first crossmatches the positions of the alerts to cataloged X-ray sources, and then analyzes the 30 day lightcurve of matched alerts by thresholding on differences with an 8 day exponentially weighted moving average. In addition to a 19 month long live search, we ran our pipeline over 4 yr of ZTF archival data, recovering four known LMXBs. We also independently detected an outburst of MAXI J1957+032 in the live search and found the first outburst of Swift J1943.4+0228, an unclassified X-ray transient, in 10 yr. Using Monte Carlo simulations of the Galactic LMXB population, we estimate that 29% of outbursting LMXBs are detectable by ZTF and that 4.4% of LMXBs would be present in the crossmatched X-ray catalogs, giving an estimated Galactic population of ${3390}_{-1930}^{+3980}$ . We estimate that our current pipeline can detect 1.3% of all outbursting LMXBs, including those previously unknown, but that Rubin Observatory's Legacy Survey of Space and Time will be able to detect 43% of outbursting LMXBs.",True,2
A 12.4-day periodicity in a close binary system after a supernova,"['Chen, Ping', 'Gal-Yam, Avishay', 'Sollerman, Jesper', 'Schulze, Steve', 'Post, Richard S.', 'Liu, Chang', 'Ofek, Eran O.', 'Das, Kaustav K.', 'Fremling, Christoffer', 'Horesh, Assaf', 'Katz, Boaz', 'Kushnir, Doron', 'Kasliwal, Mansi M.', 'Kulkarni, Shri R.', 'Liu, Dezi', 'Liu, Xiangkun', 'Miller, Adam A.', 'Rose, Kovi', 'Waxman, Eli', 'Yang, Sheng', 'Yao, Yuhan', 'Zackay, Barak', 'Bellm, Eric C.', 'Dekany, Richard', 'Drake, Andrew J.', 'Fang, Yuan', 'Fynbo, Johan P. U.', 'Groom, Steven L.', 'Helou, George', 'Irani, Ido', 'Jegou du Laz, Theophile', 'Liu, Xiaowei', 'Mazzali, Paolo A.', 'Neill, James D.', 'Qin, Yu-Jing', 'Riddle, Reed L.', 'Sharon, Amir', 'Strotjohann, Nora L.', 'Wold, Avery', 'Yan, Lin']",2024-01-01,Nature,"['Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2024Natur.625..253C/abstract,12.0,"Neutron stars and stellar-mass black holes are the remnants of massive star explosions<SUP>1</SUP>. Most massive stars reside in close binary systems<SUP>2</SUP>, and the interplay between the companion star and the newly formed compact object has been theoretically explored<SUP>3</SUP>, but signatures for binarity or evidence for the formation of a compact object during a supernova explosion are still lacking. Here we report a stripped-envelope supernova, SN 2022jli, which shows 12.4-day periodic undulations during the declining light curve. Narrow Hα emission is detected in late-time spectra with concordant periodic velocity shifts, probably arising from hydrogen gas stripped from a companion and accreted onto the compact remnant. A new Fermi-LAT γ-ray source is temporally and positionally consistent with SN 2022jli. The observed properties of SN 2022jli, including periodic undulations in the optical light curve, coherent Hα emission shifting and evidence for association with a γ-ray source, point to the explosion of a massive star in a binary system leaving behind a bound compact remnant. Mass accretion from the companion star onto the compact object powers the light curve of the supernova and generates the γ-ray emission.",False,1
Characterizing the Ordinary Broad-line Type Ic SN 2023pel from the Energetic GRB 230812B,"['Srinivasaragavan, Gokul P.', 'Swain, Vishwajeet', ""O'Connor, Brendan"", 'Anand, Shreya', 'Ahumada, Tomás', 'Perley, Daniel', 'Stein, Robert', 'Sollerman, Jesper', 'Fremling, Christoffer', 'Cenko, S. Bradley', 'Antier, S.', 'Guessoum, Nidhal', 'Hussenot-Desenonges, Thomas', 'Hello, Patrice', 'Lesage, Stephen', 'Hammerstein, Erica', 'Miller, M. Coleman', 'Andreoni, Igor', 'Bhalerao, Varun', 'Bloom, Joshua S.', 'Dutta, Anirban', 'Gal-Yam, Avishay', 'Hinds, K. -Ryan', 'Jaodand, Amruta', 'Kasliwal, Mansi', 'Kumar, Harsh', 'Kutyrev, Alexander S.', 'Ragosta, Fabio', 'Ravi, Vikram', 'Sharma, Kritti', 'Teja, Rishabh Singh', 'Yang, Sheng', 'Anupama, G. C.', 'Bellm, Eric C.', 'Coughlin, Michael W.', 'Mahabal, Ashish A.', 'Masci, Frank J.', 'Pathak, Utkarsh', 'Purdum, Josiah', 'Roberts, Oliver J.', 'Smith, Roger', 'Wold, Avery']",2024-01-01,The Astrophysical Journal,"['Gamma-ray bursts', 'Core-collapse supernovae', 'Relativistic jets', '629', '304', '1390', 'Astrophysics - High Energy Astrophysical Phenomena']",https://ui.adsabs.harvard.edu/abs/2024ApJ...960L..18S/abstract,3.0,"We report observations of the optical counterpart of the long gamma-ray burst (GRB) GRB 230812B and its associated supernova (SN) SN 2023pel. The proximity (z = 0.36) and high energy (E <SUB> γ,iso</SUB> ~ 10<SUP>53</SUP> erg) make it an important event to study as a probe of the connection between massive star core collapse and relativistic jet formation. With a phenomenological power-law model for the optical afterglow, we find a late-time flattening consistent with the presence of an associated SN. SN 2023pel has an absolute peak r-band magnitude of M <SUB> r </SUB> = -19.46 ± 0.18 mag (about as bright as SN 1998bw) and evolves on quicker timescales. Using a radioactive heating model, we derive a nickel mass powering the SN of M <SUB>Ni</SUB> = 0.38 ± 0.01 M <SUB>⊙</SUB> and a peak bolometric luminosity of L <SUB>bol</SUB> ~ 1.3 × 10<SUP>43</SUP> erg s<SUP>-1</SUP>. We confirm SN 2023pel's classification as a broad-line Type Ic SN with a spectrum taken 15.5 days after its peak in the r band and derive a photospheric expansion velocity of v <SUB>ph</SUB> = 11,300 ± 1600 km s<SUP>-1</SUP> at that phase. Extrapolating this velocity to the time of maximum light, we derive the ejecta mass M <SUB>ej</SUB> = 1.0 ± 0.6 M <SUB>⊙</SUB> and kinetic energy ${E}_{\mathrm{KE}}={1.3}_{-1.2}^{+3.3}\times {10}^{51}\,\mathrm{erg}$ . We find that GRB 230812B/SN 2023pel has SN properties that are mostly consistent with the overall GRB-SN population. The lack of correlations found in the GRB-SN population between SN brightness and E <SUB> γ,iso</SUB> for their associated GRBs across a broad range of 7 orders of magnitude provides further evidence that the central engine powering the relativistic ejecta is not coupled to the SN powering mechanism in GRB-SN systems.",False,1
The Swift Deep Galactic Plane Survey (DGPS) Phase I Catalog,"[""O'Connor, B."", 'Kouveliotou, C.', 'Evans, P. A.', 'Gorgone, N.', 'van Kooten, A. J.', 'Gagnon, S.', 'Yang, H.', 'Baring, M. G.', 'Bellm, E.', 'Beniamini, P.', 'Brink, J.', 'Buckley, D. A. H.', 'Cenko, S. B.', 'Egbo, O. D.', 'Göğüş, E.', 'Granot, J.', 'Hailey, C.', 'Hare, J.', 'Harrison, F.', 'Hartmann, D.', 'van der Horst, A. J.', 'Huppenkothen, D.', 'Kaper, L.', 'Kargaltsev, O.', 'Kennea, J. A.', 'Mukai, K.', 'Slane, P. O.', 'Stern, D.', 'Troja, E.', 'Wadiasingh, Z.', 'Wijers, R. A. M. J.', 'Woudt, P.', 'Younes, G.']",2023-12-01,The Astrophysical Journal Supplement Series,"['X-ray astronomy', 'Surveys', 'Catalogs', 'X-ray binary stars', '1810', '1671', '205', '1811', 'Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Astrophysics of Galaxies']",https://ui.adsabs.harvard.edu/abs/2023ApJS..269...49O/abstract,2.0,"The Swift Deep Galactic Plane Survey (DGPS) is a Swift Key Project consisting of 380 tiled pointings covering ~40 deg<SUP>2</SUP> of the Galactic plane between longitude 10 &lt; ∣l∣ &lt; 30 deg and latitude ∣b∣ &lt; 0.5 deg. Each pointing has a 5 ks exposure, yielding a total of 1.9 Ms spread across the entire survey footprint. Phase I observations were carried out between 2017 March and 2021 May. The survey is complete to depth L <SUB> X </SUB> &gt; 10<SUP>34</SUP> erg s<SUP>-1</SUP> to the edge of the Galaxy. The main survey goal is to produce a rich sample of new X-ray sources and transients, while also covering a broad discovery space. Here, we introduce the survey strategy and present a catalog of sources detected during Phase I observations. In total, we identify 928 X-ray sources, of which 348 are unique to our X-ray catalog. We report on the characteristics of sources in our catalog and highlight sources newly classified and published by the DGPS team.",False,1
Minutes-duration optical flares with supernova luminosities,"['Ho, Anna Y. Q.', 'Perley, Daniel A.', 'Chen, Ping', 'Schulze, Steve', 'Dhillon, Vik', 'Kumar, Harsh', 'Suresh, Aswin', 'Swain, Vishwajeet', 'Bremer, Michael', 'Smartt, Stephen J.', 'Anderson, Joseph P.', 'Anupama, G. C.', 'Awiphan, Supachai', 'Barway, Sudhanshu', 'Bellm, Eric C.', 'Ben-Ami, Sagi', 'Bhalerao, Varun', 'de Boer, Thomas', 'Brink, Thomas G.', 'Burruss, Rick', 'Chandra, Poonam', 'Chen, Ting-Wan', 'Chen, Wen-Ping', 'Cooke, Jeff', 'Coughlin, Michael W.', 'Das, Kaustav K.', 'Drake, Andrew J.', 'Filippenko, Alexei V.', 'Freeburn, James', 'Fremling, Christoffer', 'Fulton, Michael D.', 'Gal-Yam, Avishay', 'Galbany, Lluís', 'Gao, Hua', 'Graham, Matthew J.', 'Gromadzki, Mariusz', 'Gutiérrez, Claudia P.', 'Hinds, K. -Ryan', 'Inserra, Cosimo', 'A J, Nayana', 'Karambelkar, Viraj', 'Kasliwal, Mansi M.', 'Kulkarni, Shri', 'Müller-Bravo, Tomás E.', 'Magnier, Eugene A.', 'Mahabal, Ashish A.', 'Moore, Thomas', 'Ngeow, Chow-Choong', 'Nicholl, Matt', 'Ofek, Eran O.', 'Omand, Conor M. B.', 'Onori, Francesca', 'Pan, Yen-Chen', 'Pessi, Priscila J.', 'Petitpas, Glen', 'Polishook, David', 'Poshyachinda, Saran', 'Pursiainen, Miika', 'Riddle, Reed', 'Rodriguez, Antonio C.', 'Rusholme, Ben', 'Segre, Enrico', 'Sharma, Yashvi', 'Smith, Ken W.', 'Sollerman, Jesper', 'Srivastav, Shubham', 'Strotjohann, Nora Linn', 'Suhr, Mark', 'Svinkin, Dmitry', 'Wang, Yanan', 'Wiseman, Philip', 'Wold, Avery', 'Yang, Sheng', 'Yang, Yi', 'Yao, Yuhan', 'Young, David R.', 'Zheng, WeiKang']",2023-11-01,Nature,['Astrophysics - High Energy Astrophysical Phenomena'],https://ui.adsabs.harvard.edu/abs/2023Natur.623..927H/abstract,6.0,"In recent years, certain luminous extragalactic optical transients have been observed to last only a few days<SUP>1</SUP>. Their short observed duration implies a different powering mechanism from the most common luminous extragalactic transients (supernovae), whose timescale is weeks<SUP>2</SUP>. Some short-duration transients, most notably AT2018cow (ref. <SUP>3</SUP>), show blue optical colours and bright radio and X-ray emission<SUP>4</SUP>. Several AT2018cow-like transients have shown hints of a long-lived embedded energy source<SUP>5</SUP>, such as X-ray variability<SUP>6,7</SUP>, prolonged ultraviolet emission<SUP>8</SUP>, a tentative X-ray quasiperiodic oscillation<SUP>9,10</SUP> and large energies coupled to fast (but subrelativistic) radio-emitting ejecta<SUP>11,12</SUP>. Here we report observations of minutes-duration optical flares in the aftermath of an AT2018cow-like transient, AT2022tsd (the `Tasmanian Devil'). The flares occur over a period of months, are highly energetic and are probably nonthermal, implying that they arise from a near-relativistic outflow or jet. Our observations confirm that, in some AT2018cow-like transients, the embedded energy source is a compact object, either a magnetar or an accreting black hole.",False,2
Identification of 1RXS J165424.6-433758 as a Polar Cataclysmic Variable,"[""O'Connor, B."", 'Brink, J.', 'Buckley, D. A. H.', 'Mukai, K.', 'Kouveliotou, C.', 'Göğüş, E.', 'Potter, S. B.', 'Woudt, P.', 'Lien, A.', 'Levan, A.', 'Kargaltsev, O.', 'Baring, M. G.', 'Bellm, E.', 'Cenko, S. B.', 'Evans, P. A.', 'Granot, J.', 'Hailey, C.', 'Harrison, F.', 'Hartmann, D.', 'van der Horst, A. J.', 'Huppenkothen, D.', 'Kaper, L.', 'Kennea, J. A.', 'Slane, P. O.', 'Stern, D.', 'Troja, E.', 'Wijers, R. A. M. J.', 'Younes, G.']",2023-11-01,The Astrophysical Journal,"['AM Herculis stars', 'Cataclysmic variable stars', 'X-ray astronomy', '32', '203', '1810', 'Astrophysics - High Energy Astrophysical Phenomena']",https://ui.adsabs.harvard.edu/abs/2023ApJ...957...89O/abstract,3.0,"We present the results of our X-ray, ultraviolet, and optical follow-up campaigns of 1RXS J165424.6-433758, an X-ray source detected with the Swift Deep Galactic Plane Survey. The source X-ray spectrum (Swift and NuSTAR) is described by thermal bremsstrahlung radiation with a temperature of kT = 10.1 ± 1.2 keV, yielding an X-ray (0.3-10 keV8) luminosity L <SUB> X </SUB> = (6.5 ± 0.8) × 10<SUP>31</SUP> erg s<SUP>-1</SUP> at a Gaia distance of 460 pc. Spectroscopy with the Southern African Large Telescope revealed a flat continuum dominated by emission features, demonstrating an inverse Balmer decrement, the λ4640 Bowen blend, almost a dozen He I lines, and He II λ4541, λ4686, and λ5411. Our high-speed photometry demonstrates a preponderance of flickering and flaring episodes, and revealed the orbital period of the system, P <SUB>orb</SUB> = 2.87 hr, which fell well within the cataclysmic variable (CV) period gap between 2 and 3 hr. These features classify 1RXS J165424.6-433758 as a nearby polar magnetic CV.",False,1
Rubin Observatory LSST Transients and Variable Stars Roadmap,"['Hambleton, Kelly M.', 'Bianco, Federica B.', 'Street, Rachel', 'Bell, Keaton', 'Buckley, David', 'Graham, Melissa', 'Hernitschek, Nina', 'Lund, Michael B.', 'Mason, Elena', 'Pepper, Joshua', 'Prša, Andrej', 'Rabus, Markus', 'Raiteri, Claudia M.', 'Szabó, Róbert', 'Szkody, Paula', 'Andreoni, Igor', 'Antoniucci, Simone', 'Balmaverde, Barbara', 'Bellm, Eric', 'Bonito, Rosaria', 'Bono, Giuseppe', 'Botticella, Maria Teresa', 'Brocato, Enzo', 'Bučar Bricman, Katja', 'Cappellaro, Enrico', 'Carnerero, Maria Isabel', 'Chornock, Ryan', 'Clarke, Riley', 'Cowperthwaite, Phil', 'Cucchiara, Antonino', ""D'Ammando, Filippo"", 'Dage, Kristen C.', ""Dall'Ora, Massimo"", 'Davenport, James R. A.', 'de Martino, Domitilla', 'de Somma, Giulia', 'Di Criscienzo, Marcella', 'Di Stefano, Rosanne', 'Drout, Maria', 'Fabrizio, Michele', 'Fiorentino, Giuliana', 'Gandhi, Poshak', 'Garofalo, Alessia', 'Giannini, Teresa', 'Gomboc, Andreja', 'Greggio, Laura', 'Hartigan, Patrick', 'Hundertmark, Markus', 'Johnson, Elizabeth', 'Johnson, Michael', 'Jurkic, Tomislav', 'Khakpash, Somayeh', 'Leccia, Silvio', 'Li, Xiaolong', 'Magurno, Davide', 'Malanchev, Konstantin', 'Marconi, Marcella', 'Margutti, Raffaella', 'Marinoni, Silvia', 'Mauron, Nicolas', 'Molinaro, Roberto', 'Möller, Anais', 'Moniez, Marc', 'Muraveva, Tatiana', 'Musella, Ilaria', 'Ngeow, Chow-Choong', 'Pastorello, Andrea', 'Petrecca, Vincenzo', 'Piranomonte, Silvia', 'Ragosta, Fabio', 'Reguitti, Andrea', 'Righi, Chiara', 'Ripepi, Vincenzo', 'Rivera Sandoval, Liliana', 'Stassun, Keivan G.', 'Stroh, Michael', 'Terreran, Giacomo', 'Trimble, Virginia', 'Tsapras, Yiannis', 'van Velzen, Sjoert', 'Venuti, Laura', 'Vink, Jorick S.']",2023-10-01,Publications of the Astronomical Society of the Pacific,"['Telescopes', 'Microlensing event rate', 'Binary stars', 'Exoplanets', 'Young stellar objects', 'Supernovae', 'Blazars', 'Tidal disruption', 'Pulsating variable stars', 'Brown dwarfs', '1689', '2146', '154', '498', '1834', '1668', '164', '1696', '1307', '185', 'Astrophysics - Instrumentation and Methods for Astrophysics', 'Astrophysics - Astrophysics of Galaxies', 'Astrophysics - High Energy Astrophysical Phenomena', 'Astrophysics - Solar and Stellar Astrophysics']",https://ui.adsabs.harvard.edu/abs/2023PASP..135j5002H/abstract,29.0,"The Vera C. Rubin Legacy Survey of Space and Time (LSST) holds the potential to revolutionize time domain astrophysics, reaching completely unexplored areas of the Universe and mapping variability time scales from minutes to a decade. To prepare to maximize the potential of the Rubin LSST data for the exploration of the transient and variable Universe, one of the four pillars of Rubin LSST science, the Transient and Variable Stars Science Collaboration, one of the eight Rubin LSST Science Collaborations, has identified research areas of interest and requirements, and paths to enable them. While our roadmap is ever-evolving, this document represents a snapshot of our plans and preparatory work in the final years and months leading up to the survey's first light.",False,3
An Optically Discovered Outburst from XTE J1859+226,"['Bellm, Eric C.', 'Wang, Yuankun', 'van Roestel, Jan', 'Phillipson, Rebecca A.', 'Coughlin, Michael W.', 'Tomsick, John A.', 'Groom, Steven L.', 'Healy, Brian', 'Purdum, Josiah', 'Rusholme, Ben', 'Sollerman, Jesper', 'Bealo, Peter', 'Lora, Stefano', 'Muyllaert, Eddy', 'Peretto, Ivo', 'Schwendeman, Erik J.']",2023-10-01,The Astrophysical Journal,"['Low-mass x-ray binary stars', 'X-ray binary stars', '939', '1811', 'Astrophysics - High Energy Astrophysical Phenomena']",https://ui.adsabs.harvard.edu/abs/2023ApJ...956...21B/abstract,1.0,"Using the Zwicky Transient Facility, in 2021 February we identified the first known outburst of the black hole X-ray transient XTE J1859+226 since its discovery in 1999. The outburst was visible at X-ray, UV, and optical wavelengths for less than 20 days, substantially shorter than its full outburst of 320 days in 1999, and the observed peak luminosity was 2 orders of magnitude lower. Its peak bolometric luminosity was only 2 × 10<SUP>35</SUP> erg s<SUP>-1</SUP>, implying an Eddington fraction of about 3 × 10<SUP>-4</SUP>. The source remained in the hard spectral state throughout the outburst. From optical spectroscopy measurements we estimate an outer disk radius of 10<SUP>11</SUP> cm. The low observed X-ray luminosity is not sufficient to irradiate the entire disk, but we observe a surprising exponential decline in the X-ray light curve. These observations highlight the potential of optical and infrared synoptic surveys to discover low-luminosity activity from X-ray transients.",True,2
